transaction_id,customer_code,transaction_date,product_category,quantity,revenue,salesperson_id
T000124,39,2025-03-17,Industrial Resins,27,58138.28,P011
T000125,23,2025-03-17,Construction Chemicals,44,63835.19,P017
T000126,110,2025-03-17,Sealants,31,21428.34,P024
T000127,71,2025-03-17,Sealants,20,13518.98,P024
T000128,83,2025-03-17,Adhesives,23,7854.82,P011
T000129,103,2025-03-18,Adhesives,47,16484.56,P010
T000130,39,2025-03-18,Industrial Resins,106,204482.08,P011
T000131,13,2025-03-18,Industrial Resins,28,56226.09,P010
T000132,13,2025-03-18,Adhesives,20,7838.0,P010
T000133,2,2025-03-18,Sealants,42,26678.67,P018
T000134,34,2025-03-18,Sealants,25,14517.78,P020
T000135,10,2025-03-19,Industrial Resins,84,189365.98,P014
T000136,12,2025-03-19,Sealants,70,46930.83,P024
T000137,3,2025-03-19,Sealants,99,57098.66,P017
T000138,56,2025-03-19,Sealants,20,10984.13,P016
T000139,39,2025-03-20,Industrial Resins,69,158319.97,P011
T000140,101,2025-03-20,Sealants,77,44016.66,P018
T000141,3,2025-03-20,Construction Chemicals,111,177331.19,P017
T000142,84,2025-03-20,Construction Chemicals,15,22999.1,P018
T000143,102,2025-03-20,Sealants,40,24215.33,P024
T000144,56,2025-03-20,Construction Chemicals,20,30606.25,P016
T000145,13,2025-03-21,Adhesives,63,24126.95,P010
T000146,60,2025-03-21,Adhesives,12,4100.71,P004
T000147,60,2025-03-21,Sealants,24,13384.9,P004
T000148,70,2025-03-21,Construction Chemicals,13,18475.25,P017
T000149,95,2025-03-21,Sealants,2,1105.32,P008
T000150,68,2025-03-21,Construction Chemicals,19,26534.29,P024
T000151,89,2025-03-21,Sealants,30,18488.2,P026
T000152,115,2025-03-22,Adhesives,43,15748.83,P004
T000153,39,2025-03-22,Adhesives,62,20608.07,P011
T000154,101,2025-03-22,Sealants,90,61270.45,P018
T000155,101,2025-03-22,Sealants,51,33054.47,P018
T000156,26,2025-03-22,Sealants,25,15338.59,P022
T000157,3,2025-03-23,Sealants,94,55664.15,P017
T000158,103,2025-03-24,Industrial Resins,55,103261.34,P010
T000159,23,2025-03-24,Construction Chemicals,56,80091.15,P017
T000160,110,2025-03-24,Construction Chemicals,35,54862.65,P024
T000161,120,2025-03-24,Industrial Resins,20,44834.76,P014
T000162,80,2025-03-24,Adhesives,30,10421.65,P010
T000163,104,2025-03-24,Industrial Resins,26,51115.44,P014
T000164,75,2025-03-24,Construction Chemicals,25,37437.63,P020
T000165,118,2025-03-24,Adhesives,1,362.01,P010
T000166,103,2025-03-25,Adhesives,67,21197.63,P010
T000167,12,2025-03-25,Sealants,48,26756.33,P024
T000168,13,2025-03-25,Industrial Resins,33,66042.29,P010
T000169,38,2025-03-25,Adhesives,19,6268.08,P010
T000170,88,2025-03-25,Sealants,3,1970.53,P024
T000171,86,2025-03-25,Construction Chemicals,32,46461.99,P018
T000172,103,2025-03-26,Industrial Resins,69,147981.19,P010
T000173,10,2025-03-26,Adhesives,64,21048.68,P014
T000174,101,2025-03-26,Construction Chemicals,49,70496.51,P018
T000175,101,2025-03-26,Sealants,103,57274.4,P018
T000176,3,2025-03-26,Sealants,54,30362.59,P017
T000177,38,2025-03-26,Industrial Resins,56,103583.56,P010
T000178,38,2025-03-26,Industrial Resins,69,150989.14,P010
T000179,38,2025-03-26,Adhesives,69,24268.25,P010
T000180,110,2025-03-26,Construction Chemicals,1,1585.68,P024
T000181,110,2025-03-26,Construction Chemicals,48,70264.69,P024
T000182,9,2025-03-26,Construction Chemicals,19,28513.18,P020
T000183,115,2025-03-27,Sealants,33,20844.55,P004
T000184,101,2025-03-27,Construction Chemicals,32,44747.82,P018
T000185,9,2025-03-27,Sealants,12,7048.96,P020
T000186,76,2025-03-27,Construction Chemicals,31,41548.16,P026
T000187,47,2025-03-27,Sealants,34,18947.85,P018
T000188,1,2025-03-27,Adhesives,9,2811.87,P004
T000189,115,2025-03-28,Adhesives,83,25735.8,P004
T000190,12,2025-03-28,Sealants,60,35349.84,P024
T000191,101,2025-03-28,Construction Chemicals,28,39203.42,P018
T000192,101,2025-03-28,Construction Chemicals,38,56555.44,P018
T000193,23,2025-03-28,Sealants,55,33722.44,P017
T000194,23,2025-03-28,Sealants,30,17311.34,P017
T000195,13,2025-03-28,Adhesives,70,22457.07,P010
T000196,3,2025-03-28,Sealants,56,37936.55,P017
T000197,80,2025-03-28,Industrial Resins,31,66031.38,P010
T000198,115,2025-03-29,Adhesives,96,29967.47,P004
T000199,10,2025-03-29,Industrial Resins,37,80156.91,P014
T000200,5,2025-03-29,Construction Chemicals,27,35859.21,P023
T000201,3,2025-03-29,Construction Chemicals,59,89789.3,P017
T000202,38,2025-03-29,Adhesives,74,24282.38,P010
T000203,78,2025-03-29,Adhesives,25,8962.22,P010
T000204,93,2025-03-29,Industrial Resins,34,65837.76,P012
T000205,115,2025-03-30,Art & Craft,10,2011.78,P004
T000206,10,2025-03-30,Industrial Resins,39,88164.17,P014
T000207,5,2025-03-30,Sealants,75,42112.43,P023
T000208,23,2025-03-30,Construction Chemicals,1,1383.9,P017
T000209,38,2025-03-30,Adhesives,53,19803.71,P010
T000210,110,2025-03-30,Construction Chemicals,85,122508.02,P024
T000211,120,2025-03-30,Adhesives,28,10236.27,P014
T000212,70,2025-03-30,Sealants,1,683.71,P017
T000213,115,2025-03-31,Sealants,14,8371.96,P004
T000214,10,2025-03-31,Industrial Resins,82,159057.74,P014
T000215,13,2025-03-31,Industrial Resins,46,85133.47,P010
T000216,38,2025-03-31,Industrial Resins,29,60115.52,P010
T000217,75,2025-03-31,Sealants,38,21844.48,P020
T000218,98,2025-03-31,Industrial Resins,38,78921.96,P010
T000219,103,2025-04-01,Industrial Resins,34,63390.37,P010
T000220,12,2025-04-01,Construction Chemicals,49,74771.91,P024
T000221,101,2025-04-01,Sealants,26,15703.98,P018
T000222,5,2025-04-01,Sealants,62,39705.2,P023
T000223,23,2025-04-01,Construction Chemicals,42,58948.84,P017
T000224,13,2025-04-01,Industrial Resins,112,246185.81,P010
T000225,110,2025-04-01,Construction Chemicals,25,35661.29,P024
T000226,110,2025-04-01,Construction Chemicals,65,89191.55,P024
T000227,2,2025-04-01,Sealants,34,23567.67,P018
T000228,14,2025-04-01,Art & Craft,19,3128.18,P005
T000229,115,2025-04-02,Sealants,86,51170.42,P004
T000230,3,2025-04-02,Construction Chemicals,58,80056.28,P017
T000231,84,2025-04-02,Sealants,20,11604.83,P018
T000232,104,2025-04-02,Industrial Resins,17,35774.05,P014
T000233,27,2025-04-02,Sealants,10,6170.19,P006
T000234,97,2025-04-02,Sealants,15,9041.04,P016
T000235,5,2025-04-03,Construction Chemicals,112,169468.59,P023
T000236,23,2025-04-03,Sealants,131,90524.15,P017
T000237,3,2025-04-03,Construction Chemicals,36,51802.66,P017
T000238,26,2025-04-03,Construction Chemicals,17,23263.55,P022
T000239,53,2025-04-03,Sealants,18,12435.17,P023
T000240,115,2025-04-04,Art & Craft,82,15870.77,P004
T000241,101,2025-04-04,Construction Chemicals,61,88797.3,P018
T000242,3,2025-04-04,Construction Chemicals,32,42993.1,P017
T000243,3,2025-04-04,Sealants,33,20056.57,P017
T000244,9,2025-04-04,Construction Chemicals,41,57155.29,P020
T000245,104,2025-04-04,Adhesives,19,6193.34,P014
T000246,83,2025-04-04,Industrial Resins,27,55929.81,P011
T000247,32,2025-04-04,Construction Chemicals,30,43489.61,P016
T000248,92,2025-04-04,Construction Chemicals,22,28889.66,P026
T000249,94,2025-04-04,Adhesives,18,7000.7,P004
T000250,10,2025-04-05,Adhesives,57,19287.34,P014
T000251,60,2025-04-05,Adhesives,29,9277.78,P004
T000252,80,2025-04-05,Industrial Resins,10,22408.68,P010
T000253,96,2025-04-05,Industrial Resins,13,28048.26,P011
T000254,21,2025-04-05,Sealants,15,9470.45,P006
T000255,101,2025-04-06,Sealants,100,55032.18,P018
T000256,13,2025-04-06,Adhesives,78,25934.59,P010
T000257,38,2025-04-06,Industrial Resins,98,203524.78,P010
T000258,38,2025-04-06,Adhesives,35,11332.79,P010
T000259,110,2025-04-06,Sealants,70,45873.1,P024
T000260,37,2025-04-06,Sealants,1,549.54,P026
T000261,34,2025-04-06,Construction Chemicals,16,23729.05,P020
T000262,901,2025-04-06,Adhesives,37,11902.19,P004
T000263,10,2025-04-07,Industrial Resins,3,6418.09,P014
T000264,12,2025-04-07,Sealants,23,13871.53,P024
T000265,23,2025-04-07,Construction Chemicals,30,46401.76,P017
T000266,38,2025-04-07,Industrial Resins,81,150545.3,P010
T000267,38,2025-04-07,Adhesives,1,384.41,P010
T000268,60,2025-04-07,Art & Craft,39,6814.42,P004
T000269,10,2025-04-08,Adhesives,47,16975.64,P014
T000270,12,2025-04-08,Construction Chemicals,80,104324.45,P024
T000271,5,2025-04-08,Construction Chemicals,52,79300.08,P023
T000272,3,2025-04-08,Sealants,35,23408.39,P017
T000273,99,2025-04-08,Adhesives,30,11329.53,P012
T000274,90,2025-04-08,Construction Chemicals,15,20209.4,P020
T000275,42,2025-04-08,Industrial Resins,28,62550.51,P012
T000276,10,2025-04-09,Industrial Resins,33,75564.51,P014
T000277,39,2025-04-09,Industrial Resins,21,39184.24,P011
T000278,3,2025-04-09,Construction Chemicals,59,82819.57,P017
T000279,78,2025-04-09,Industrial Resins,16,32696.84,P010
T000280,29,2025-04-09,Sealants,29,17715.7,P026
T000281,115,2025-04-10,Sealants,31,21056.37,P004
T000282,39,2025-04-10,Industrial Resins,54,124743.82,P011
T000283,71,2025-04-10,Sealants,16,9013.04,P024
T000284,102,2025-04-10,Sealants,14,8628.98,P024
T000285,2,2025-04-10,Construction Chemicals,26,35004.38,P018
T000286,14,2025-04-10,Adhesives,1,312.53,P005
T000287,87,2025-04-10,Adhesives,10,3810.66,P012
T000288,103,2025-04-11,Adhesives,18,6988.96,P010
T000289,39,2025-04-11,Industrial Resins,25,52882.15,P011
T000290,101,2025-04-11,Construction Chemicals,43,58564.56,P018
T000291,101,2025-04-11,Construction Chemicals,46,71807.07,P018
T000292,5,2025-04-11,Sealants,79,50686.8,P023
T000293,13,2025-04-11,Industrial Resins,74,160551.9,P010
T000294,110,2025-04-11,Construction Chemicals,35,49725.32,P024
T000295,110,2025-04-11,Sealants,72,41987.1,P024
T000296,71,2025-04-11,Construction Chemicals,22,30381.71,P024
T000297,76,2025-04-11,Sealants,30,18813.91,P026
T000298,100,2025-04-11,Sealants,38,20820.63,P004
T000299,103,2025-04-12,Industrial Resins,95,206625.4,P010
T000300,39,2025-04-12,Industrial Resins,27,54812.19,P011
T000301,5,2025-04-12,Sealants,68,39016.22,P023
T000302,3,2025-04-12,Sealants,91,59678.81,P017
T000303,106,2025-04-12,Sealants,12,7020.62,P016
T000304,10,2025-04-13,Industrial Resins,8,16075.69,P014
T000305,12,2025-04-13,Construction Chemicals,60,90383.04,P024
T000306,13,2025-04-13,Adhesives,69,21766.37,P010
T000307,3,2025-04-13,Sealants,85,50855.23,P017
T000308,77,2025-04-13,Sealants,11,7208.42,P020
T000309,115,2025-04-14,Adhesives,63,20306.93,P004
T000310,12,2025-04-14,Construction Chemicals,67,92270.7,P024
T000311,39,2025-04-14,Adhesives,68,24164.92,P011
T000312,5,2025-04-14,Construction Chemicals,52,68444.07,P023
T000313,23,2025-04-14,Construction Chemicals,27,42918.94,P017
T000314,23,2025-04-14,Sealants,22,12620.99,P017
T000315,13,2025-04-14,Industrial Resins,90,175046.66,P010
T000316,3,2025-04-14,Sealants,72,47658.86,P017
T000317,110,2025-04-14,Construction Chemicals,68,102950.31,P024
T000318,60,2025-04-14,Sealants,4,2214.45,P004
T000319,95,2025-04-14,Sealants,12,7301.1,P008
T000320,117,2025-04-14,Sealants,12,7811.93,P024
T000321,115,2025-04-15,Art & Craft,10,1627.53,P004
T000322,83,2025-04-15,Adhesives,27,8460.06,P011
T000323,14,2025-04-15,Sealants,20,12269.67,P005
T000324,68,2025-04-15,Construction Chemicals,4,5395.91,P024
T000325,62,2025-04-15,Art & Craft,17,2900.97,P005
T000326,103,2025-04-16,Adhesives,33,12493.72,P010
T000327,12,2025-04-16,Sealants,1,602.81,P024
T000328,101,2025-04-16,Construction Chemicals,13,20740.99,P018
T000329,101,2025-04-16,Sealants,6,3495.35,P018
T000330,27,2025-04-16,Art & Craft,32,6421.16,P006
T000331,10,2025-04-17,Adhesives,78,25116.0,P014
T000332,101,2025-04-17,Sealants,59,38839.34,P018
T000333,3,2025-04-17,Construction Chemicals,57,75592.72,P017
T000334,84,2025-04-17,Construction Chemicals,27,36448.1,P018
T000335,56,2025-04-17,Construction Chemicals,34,44497.42,P016
T000336,22,2025-04-17,Construction Chemicals,36,52683.52,P026
T000337,22,2025-04-17,Sealants,40,23754.12,P026
T000338,20,2025-04-17,Adhesives,30,11104.87,P010
T000339,103,2025-04-18,Adhesives,32,11116.26,P010
T000340,39,2025-04-18,Adhesives,25,8614.72,P011
T000341,101,2025-04-18,Construction Chemicals,82,132338.79,P018
T000342,23,2025-04-18,Construction Chemicals,80,102994.55,P017
T000343,13,2025-04-18,Industrial Resins,49,104730.51,P010
T000344,38,2025-04-18,Adhesives,84,28083.21,P010
T000345,12,2025-04-19,Sealants,86,51221.61,P024
T000346,5,2025-04-19,Construction Chemicals,35,53354.63,P023
T000347,23,2025-04-19,Sealants,42,26143.46,P017
T000348,3,2025-04-19,Sealants,27,18621.04,P017
T000349,110,2025-04-19,Construction Chemicals,69,100505.94,P024
T000350,110,2025-04-19,Construction Chemicals,18,24753.65,P024
T000351,106,2025-04-19,Construction Chemicals,27,39615.79,P016
T000352,56,2025-04-19,Sealants,25,16084.02,P016
T000353,53,2025-04-19,Construction Chemicals,33,48936.33,P023
T000354,115,2025-04-20,Sealants,78,52596.35,P004
T000355,103,2025-04-20,Adhesives,81,25584.94,P010
T000356,103,2025-04-20,Adhesives,52,17552.39,P010
T000357,39,2025-04-20,Adhesives,1,345.65,P011
T000358,5,2025-04-20,Construction Chemicals,11,14270.06,P023
T000359,23,2025-04-20,Sealants,56,30871.7,P017
T000360,110,2025-04-20,Construction Chemicals,84,122165.25,P024
T000361,37,2025-04-20,Construction Chemicals,24,36164.58,P026
T000362,112,2025-04-20,Sealants,33,20961.35,P016
T000363,10,2025-04-21,Industrial Resins,67,144262.51,P014
T000364,12,2025-04-21,Construction Chemicals,92,138190.35,P024
T000365,12,2025-04-21,Sealants,14,7900.8,P024
T000366,5,2025-04-21,Sealants,46,27114.23,P023
T000367,13,2025-04-21,Adhesives,23,8740.35,P010
T000368,38,2025-04-21,Adhesives,8,3066.03,P010
T000369,82,2025-04-21,Construction Chemicals,41,62340.67,P018
T000370,100,2025-04-21,Art & Craft,7,1288.75,P004
T000371,12,2025-04-22,Sealants,42,27310.2,P024
T000372,101,2025-04-22,Sealants,13,7992.79,P018
T000373,5,2025-04-22,Sealants,50,28254.73,P023
T000374,3,2025-04-22,Construction Chemicals,43,69094.78,P017
T000375,116,2025-04-22,Sealants,21,14390.0,P004
T000376,120,2025-04-22,Adhesives,13,4102.06,P014
T000377,67,2025-04-22,Sealants,26,17136.71,P017
T000378,75,2025-04-23,Construction Chemicals,30,42707.09,P020
T000379,10,2025-04-24,Adhesives,54,21063.28,P014
T000380,39,2025-04-24,Industrial Resins,48,101651.98,P011
T000381,39,2025-04-24,Adhesives,82,30442.68,P011
T000382,5,2025-04-24,Construction Chemicals,35,46671.18,P023
T000383,23,2025-04-24,Sealants,49,30404.37,P017
T000384,23,2025-04-24,Sealants,63,35974.78,P017
T000385,3,2025-04-24,Construction Chemicals,66,97016.47,P017
T000386,3,2025-04-24,Sealants,86,48040.92,P017
T000387,38,2025-04-24,Industrial Resins,87,175454.58,P010
T000388,110,2025-04-24,Sealants,91,54009.93,P024
T000389,110,2025-04-24,Sealants,75,49020.72,P024
T000390,115,2025-04-25,Sealants,42,27697.39,P004
T000391,115,2025-04-25,Sealants,84,53940.18,P004
T000392,12,2025-04-25,Sealants,41,23494.12,P024
T000393,38,2025-04-25,Adhesives,69,25392.91,P010
T000394,26,2025-04-25,Sealants,42,24516.09,P022
T000395,56,2025-04-25,Construction Chemicals,12,16601.35,P016
T000396,93,2025-04-25,Adhesives,41,14765.85,P012
T000397,76,2025-04-25,Construction Chemicals,31,43565.65,P026
T000398,90,2025-04-25,Sealants,32,17887.82,P020
T000399,7,2025-04-25,Sealants,36,24714.18,P008
T000400,10,2025-04-26,Industrial Resins,1,2333.38,P014
T000401,12,2025-04-26,Construction Chemicals,90,139892.45,P024
T000402,101,2025-04-26,Construction Chemicals,48,67491.07,P018
T000403,13,2025-04-26,Industrial Resins,107,234229.33,P010
T000404,70,2025-04-26,Construction Chemicals,20,25763.25,P017
T000405,70,2025-04-26,Sealants,32,21707.68,P017
T000406,68,2025-04-26,Sealants,21,13155.59,P024
T000407,114,2025-04-26,Construction Chemicals,13,18230.39,P024
T000408,73,2025-04-26,Sealants,23,15295.5,P026
T000409,115,2025-04-27,Adhesives,84,32052.8,P004
T000410,103,2025-04-27,Industrial Resins,48,105075.47,P010
T000411,10,2025-04-27,Adhesives,41,15962.45,P014
T000412,101,2025-04-27,Sealants,48,32174.11,P018
T000413,5,2025-04-27,Construction Chemicals,47,70649.61,P023
T000414,23,2025-04-27,Construction Chemicals,79,111449.29,P017
T000415,23,2025-04-27,Construction Chemicals,68,100094.87,P017
T000416,13,2025-04-27,Adhesives,64,24287.44,P010
T000417,80,2025-04-27,Adhesives,50,18318.15,P010
T000418,26,2025-04-27,Sealants,14,8546.86,P022
T000419,75,2025-04-27,Sealants,21,14043.59,P020
T000420,35,2025-04-27,Art & Craft,44,8722.13,P008
T000421,86,2025-04-27,Sealants,51,34900.32,P018
T000422,89,2025-04-27,Sealants,42,26662.18,P026
T000423,115,2025-04-28,Adhesives,64,20711.01,P004
T000424,23,2025-04-28,Construction Chemicals,65,97100.07,P017
T000425,23,2025-04-28,Sealants,72,40343.67,P017
T000426,38,2025-04-28,Industrial Resins,60,117093.15,P010
T000427,110,2025-04-28,Sealants,46,28706.09,P024
T000428,77,2025-04-28,Construction Chemicals,27,38172.98,P020
T000429,120,2025-04-28,Industrial Resins,27,61988.16,P014
T000430,108,2025-04-28,Sealants,14,8882.79,P005
T000431,34,2025-04-28,Construction Chemicals,30,40203.77,P020
T000432,115,2025-04-29,Art & Craft,75,14160.86,P004
T000433,103,2025-04-29,Industrial Resins,81,176062.34,P010
T000434,12,2025-04-29,Sealants,63,36585.65,P024
T000435,39,2025-04-29,Adhesives,34,11561.33,P011
T000436,38,2025-04-29,Industrial Resins,76,167514.97,P010
T000437,110,2025-04-29,Sealants,79,53122.13,P024
T000438,102,2025-04-29,Construction Chemicals,25,37342.39,P024
T000439,34,2025-04-29,Sealants,23,13568.55,P020
T000440,28,2025-04-29,Sealants,19,10368.82,P017
T000441,61,2025-04-29,Sealants,38,24883.35,P017
T000442,64,2025-04-29,Construction Chemicals,49,69504.51,P020
T000443,103,2025-04-30,Industrial Resins,46,98681.94,P010
T000444,12,2025-04-30,Construction Chemicals,63,88636.12,P024
T000445,101,2025-04-30,Construction Chemicals,92,133157.04,P018
T000446,5,2025-04-30,Sealants,47,30669.78,P023
T000447,13,2025-04-30,Adhesives,38,12025.66,P010
T000448,9,2025-04-30,Sealants,18,11897.63,P020
T000449,78,2025-04-30,Adhesives,18,6581.65,P010
T000450,26,2025-04-30,Construction Chemicals,49,75710.87,P022
T000451,95,2025-04-30,Adhesives,33,12195.35,P008
T000452,74,2025-04-30,Construction Chemicals,25,37488.4,P024
T000453,23,2025-05-01,Sealants,57,37752.64,P017
T000454,3,2025-05-01,Construction Chemicals,55,71166.94,P017
T000455,3,2025-05-01,Sealants,43,27667.9,P017
T000456,104,2025-05-01,Adhesives,3,1133.54,P014
T000457,70,2025-05-01,Sealants,33,19779.93,P017
T000458,53,2025-05-01,Construction Chemicals,21,29148.75,P023
T000459,34,2025-05-01,Sealants,24,13954.22,P020
T000460,14,2025-05-01,Sealants,13,7339.92,P005
T000461,67,2025-05-01,Sealants,27,14882.02,P017
T000462,109,2025-05-01,Art & Craft,13,2202.49,P005
T000463,24,2025-05-01,Construction Chemicals,27,35241.56,P026
T000464,115,2025-05-02,Art & Craft,50,8099.47,P004
T000465,12,2025-05-02,Sealants,61,41044.87,P024
T000466,12,2025-05-02,Sealants,22,12842.21,P024
T000467,39,2025-05-02,Industrial Resins,40,88217.39,P011
