transaction_id,customer_code,transaction_date,product_category,quantity,revenue,salesperson_id
TXN000034,115,2025-03-05,Sealants,75,42052.52,P004
TXN000035,103,2025-03-05,Industrial Resins,26,48821.59,P010
TXN000036,10,2025-03-05,Adhesives,48,15017.74,P014
TXN000037,10,2025-03-05,Adhesives,50,19270.03,P014
TXN000038,39,2025-03-05,Adhesives,41,12922.58,P011
TXN000039,5,2025-03-05,Construction Chemicals,77,104513.7,P023
TXN000040,38,2025-03-05,Industrial Resins,32,63236.19,P010
TXN000041,38,2025-03-05,Adhesives,64,24356.62,P010
TXN000042,84,2025-03-05,Sealants,47,26486.63,P018
TXN000043,99,2025-03-05,Adhesives,30,9949.0,P012
TXN000044,2,2025-03-05,Construction Chemicals,12,18429.13,P018
TXN000045,93,2025-03-05,Adhesives,7,2169.55,P012
TXN000046,118,2025-03-05,Industrial Resins,37,79349.58,P010
TXN000047,103,2025-03-06,Industrial Resins,74,141893.5,P010
TXN000048,103,2025-03-06,Industrial Resins,4,8146.45,P010
TXN000049,103,2025-03-06,Adhesives,51,17066.08,P010
TXN000050,23,2025-03-06,Sealants,33,22572.6,P017
TXN000051,53,2025-03-06,Sealants,1,604.47,P023
TXN000052,35,2025-03-06,Adhesives,23,7990.23,P008
TXN000053,100,2025-03-06,Adhesives,24,9023.25,P004
TXN000054,103,2025-03-07,Adhesives,58,20750.03,P010
TXN000055,10,2025-03-07,Industrial Resins,52,96407.93,P014
TXN000056,12,2025-03-07,Construction Chemicals,58,90603.49,P024
TXN000057,23,2025-03-07,Sealants,40,22556.04,P017
TXN000058,71,2025-03-07,Construction Chemicals,18,29037.94,P024
TXN000059,98,2025-03-07,Adhesives,30,9888.68,P010
TXN000060,103,2025-03-08,Adhesives,76,28403.88,P010
TXN000061,12,2025-03-08,Construction Chemicals,101,150611.76,P024
TXN000062,39,2025-03-08,Adhesives,54,20557.47,P011
TXN000063,3,2025-03-08,Sealants,91,49957.64,P017
TXN000064,110,2025-03-08,Construction Chemicals,85,130808.6,P024
TXN000065,104,2025-03-08,Adhesives,15,4746.45,P014
TXN000066,26,2025-03-08,Construction Chemicals,29,45485.86,P022
TXN000067,90,2025-03-08,Construction Chemicals,5,6794.36,P020
TXN000068,103,2025-03-09,Industrial Resins,16,31233.46,P010
TXN000069,12,2025-03-09,Construction Chemicals,28,43384.11,P024
TXN000070,23,2025-03-09,Construction Chemicals,37,48759.6,P017
TXN000071,3,2025-03-09,Construction Chemicals,35,55086.37,P017
TXN000072,38,2025-03-09,Industrial Resins,59,136581.29,P010
TXN000073,95,2025-03-09,Art & Craft,8,1481.34,P008
TXN000074,15,2025-03-09,Adhesives,23,7103.67,P004
TXN000075,101,2025-03-10,Sealants,28,17743.12,P018
TXN000076,5,2025-03-10,Construction Chemicals,70,108861.76,P023
TXN000077,13,2025-03-10,Industrial Resins,70,133969.77,P010
TXN000078,13,2025-03-10,Adhesives,37,12583.08,P010
TXN000079,3,2025-03-10,Sealants,60,38765.42,P017
TXN000080,5,2025-03-11,Construction Chemicals,104,159103.13,P023
TXN000081,5,2025-03-11,Construction Chemicals,59,88031.59,P023
TXN000082,5,2025-03-11,Sealants,23,15062.03,P023
TXN000083,38,2025-03-11,Industrial Resins,68,133808.98,P010
TXN000084,110,2025-03-11,Sealants,77,42828.81,P024
TXN000085,110,2025-03-11,Sealants,1,673.1,P024
TXN000086,106,2025-03-11,Sealants,30,18460.48,P016
TXN000087,99,2025-03-11,Industrial Resins,22,47358.01,P012
TXN000088,115,2025-03-12,Art & Craft,61,10199.63,P004
TXN000089,10,2025-03-12,Adhesives,41,15861.09,P014
TXN000090,39,2025-03-12,Industrial Resins,47,102182.09,P011
TXN000091,3,2025-03-12,Construction Chemicals,13,20389.43,P017
TXN000092,3,2025-03-12,Construction Chemicals,94,131225.27,P017
TXN000093,110,2025-03-12,Construction Chemicals,55,73898.83,P024
TXN000094,106,2025-03-12,Construction Chemicals,10,14621.79,P016
TXN000095,102,2025-03-12,Construction Chemicals,33,50533.97,P024
TXN000096,24,2025-03-12,Sealants,27,17011.0,P026
TXN000097,12,2025-03-13,Sealants,65,36225.33,P024
TXN000098,5,2025-03-13,Construction Chemicals,29,44142.65,P023
TXN000099,13,2025-03-13,Industrial Resins,24,56292.75,P010
TXN000100,83,2025-03-13,Industrial Resins,39,82981.69,P011
TXN000101,76,2025-03-13,Sealants,33,19475.35,P026
TXN000102,15,2025-03-13,Sealants,34,23442.52,P004
TXN000103,12,2025-03-14,Sealants,35,21241.99,P024
TXN000104,39,2025-03-14,Adhesives,106,34465.49,P011
TXN000105,78,2025-03-14,Industrial Resins,29,63084.27,P010
TXN000106,108,2025-03-14,Art & Craft,21,4080.86,P005
TXN000107,53,2025-03-14,Construction Chemicals,31,41155.16,P023
TXN000108,68,2025-03-14,Sealants,29,18974.52,P024
TXN000109,85,2025-03-14,Art & Craft,15,2382.17,P005
TXN000110,115,2025-03-15,Adhesives,25,7970.78,P004
TXN000111,115,2025-03-15,Art & Craft,31,6240.33,P004
TXN000112,10,2025-03-15,Industrial Resins,28,56357.83,P014
TXN000113,13,2025-03-15,Industrial Resins,72,142944.02,P010
TXN000114,110,2025-03-15,Sealants,61,33570.36,P024
TXN000115,37,2025-03-15,Construction Chemicals,16,20866.94,P026
TXN000116,8,2025-03-15,Sealants,22,15153.85,P026
TXN000117,103,2025-03-16,Adhesives,41,15835.46,P010
TXN000118,12,2025-03-16,Construction Chemicals,80,126327.94,P024
TXN000119,12,2025-03-16,Construction Chemicals,36,46240.07,P024
TXN000120,12,2025-03-16,Sealants,33,20004.84,P024
TXN000121,101,2025-03-16,Sealants,71,41629.51,P018
TXN000122,34,2025-03-16,Construction Chemicals,39,62293.94,P020
TXN000123,39,2025-03-17,Industrial Resins,31,67687.6,P011
TXN000124,39,2025-03-17,Industrial Resins,27,58138.28,P011
TXN000125,23,2025-03-17,Construction Chemicals,44,63835.19,P017
TXN000126,110,2025-03-17,Sealants,31,21428.34,P024
TXN000127,71,2025-03-17,Sealants,20,13518.98,P024
TXN000128,83,2025-03-17,Adhesives,23,7854.82,P011
TXN000129,103,2025-03-18,Adhesives,47,16484.56,P010
TXN000130,39,2025-03-18,Industrial Resins,106,204482.08,P011
TXN000131,13,2025-03-18,Industrial Resins,28,56226.09,P010
TXN000132,13,2025-03-18,Adhesives,20,7838.0,P010
TXN000133,2,2025-03-18,Sealants,42,26678.67,P018
TXN000134,34,2025-03-18,Sealants,25,14517.78,P020
TXN000135,10,2025-03-19,Industrial Resins,84,189365.98,P014
TXN000136,12,2025-03-19,Sealants,70,46930.83,P024
TXN000137,3,2025-03-19,Sealants,99,57098.66,P017
TXN000138,56,2025-03-19,Sealants,20,10984.13,P016
TXN000139,39,2025-03-20,Industrial Resins,69,158319.97,P011
TXN000140,101,2025-03-20,Sealants,77,44016.66,P018
TXN000141,3,2025-03-20,Construction Chemicals,111,177331.19,P017
TXN000142,84,2025-03-20,Construction Chemicals,15,22999.1,P018
TXN000143,102,2025-03-20,Sealants,40,24215.33,P024
TXN000144,56,2025-03-20,Construction Chemicals,20,30606.25,P016
TXN000145,13,2025-03-21,Adhesives,63,24126.95,P010
TXN000146,60,2025-03-21,Adhesives,12,4100.71,P004
TXN000147,60,2025-03-21,Sealants,24,13384.9,P004
TXN000148,70,2025-03-21,Construction Chemicals,13,18475.25,P017
TXN000149,95,2025-03-21,Sealants,2,1105.32,P008
TXN000150,68,2025-03-21,Construction Chemicals,19,26534.29,P024
TXN000151,89,2025-03-21,Sealants,30,18488.2,P026
TXN000152,115,2025-03-22,Adhesives,43,15748.83,P004
TXN000153,39,2025-03-22,Adhesives,62,20608.07,P011
TXN000154,101,2025-03-22,Sealants,90,61270.45,P018
TXN000155,101,2025-03-22,Sealants,51,33054.47,P018
TXN000156,26,2025-03-22,Sealants,25,15338.59,P022
TXN000157,3,2025-03-23,Sealants,94,55664.15,P017
TXN000158,103,2025-03-24,Industrial Resins,55,103261.34,P010
TXN000159,23,2025-03-24,Construction Chemicals,56,80091.15,P017
TXN000160,110,2025-03-24,Construction Chemicals,35,54862.65,P024
TXN000161,120,2025-03-24,Industrial Resins,20,44834.76,P014
TXN000162,80,2025-03-24,Adhesives,30,10421.65,P010
TXN000163,104,2025-03-24,Industrial Resins,26,51115.44,P014
TXN000164,75,2025-03-24,Construction Chemicals,25,37437.63,P020
TXN000165,118,2025-03-24,Adhesives,1,362.01,P010
TXN000166,103,2025-03-25,Adhesives,67,21197.63,P010
TXN000167,12,2025-03-25,Sealants,48,26756.33,P024
TXN000168,13,2025-03-25,Industrial Resins,33,66042.29,P010
TXN000169,38,2025-03-25,Adhesives,19,6268.08,P010
TXN000170,88,2025-03-25,Sealants,3,1970.53,P024
TXN000171,86,2025-03-25,Construction Chemicals,32,46461.99,P018
TXN000172,103,2025-03-26,Industrial Resins,69,147981.19,P010
TXN000173,10,2025-03-26,Adhesives,64,21048.68,P014
TXN000174,101,2025-03-26,Construction Chemicals,49,70496.51,P018
TXN000175,101,2025-03-26,Sealants,103,57274.4,P018
TXN000176,3,2025-03-26,Sealants,54,30362.59,P017
TXN000177,38,2025-03-26,Industrial Resins,56,103583.56,P010
TXN000178,38,2025-03-26,Industrial Resins,69,150989.14,P010
TXN000179,38,2025-03-26,Adhesives,69,24268.25,P010
TXN000180,110,2025-03-26,Construction Chemicals,1,1585.68,P024
TXN000181,110,2025-03-26,Construction Chemicals,48,70264.69,P024
TXN000182,9,2025-03-26,Construction Chemicals,19,28513.18,P020
TXN000183,115,2025-03-27,Sealants,33,20844.55,P004
TXN000184,101,2025-03-27,Construction Chemicals,32,44747.82,P018
TXN000185,9,2025-03-27,Sealants,12,7048.96,P020
TXN000186,76,2025-03-27,Construction Chemicals,31,41548.16,P026
TXN000187,47,2025-03-27,Sealants,34,18947.85,P018
TXN000188,1,2025-03-27,Adhesives,9,2811.87,P004
TXN000189,115,2025-03-28,Adhesives,83,25735.8,P004
TXN000190,12,2025-03-28,Sealants,60,35349.84,P024
TXN000191,101,2025-03-28,Construction Chemicals,28,39203.42,P018
TXN000192,101,2025-03-28,Construction Chemicals,38,56555.44,P018
TXN000193,23,2025-03-28,Sealants,55,33722.44,P017
TXN000194,23,2025-03-28,Sealants,30,17311.34,P017
TXN000195,13,2025-03-28,Adhesives,70,22457.07,P010
TXN000196,3,2025-03-28,Sealants,56,37936.55,P017
TXN000197,80,2025-03-28,Industrial Resins,31,66031.38,P010
TXN000198,115,2025-03-29,Adhesives,96,29967.47,P004
TXN000199,10,2025-03-29,Industrial Resins,37,80156.91,P014
TXN000200,5,2025-03-29,Construction Chemicals,27,35859.21,P023
TXN000201,3,2025-03-29,Construction Chemicals,59,89789.3,P017
TXN000202,38,2025-03-29,Adhesives,74,24282.38,P010
TXN000203,78,2025-03-29,Adhesives,25,8962.22,P010
TXN000204,93,2025-03-29,Industrial Resins,34,65837.76,P012
TXN000205,115,2025-03-30,Art & Craft,10,2011.78,P004
TXN000206,10,2025-03-30,Industrial Resins,39,88164.17,P014
TXN000207,5,2025-03-30,Sealants,75,42112.43,P023
TXN000208,23,2025-03-30,Construction Chemicals,1,1383.9,P017
TXN000209,38,2025-03-30,Adhesives,53,19803.71,P010
TXN000210,110,2025-03-30,Construction Chemicals,85,122508.02,P024
TXN000211,120,2025-03-30,Adhesives,28,10236.27,P014
TXN000212,70,2025-03-30,Sealants,1,683.71,P017
TXN000213,115,2025-03-31,Sealants,14,8371.96,P004
TXN000214,10,2025-03-31,Industrial Resins,82,159057.74,P014
TXN000215,13,2025-03-31,Industrial Resins,46,85133.47,P010
TXN000216,38,2025-03-31,Industrial Resins,29,60115.52,P010
TXN000217,75,2025-03-31,Sealants,38,21844.48,P020
TXN000218,98,2025-03-31,Industrial Resins,38,78921.96,P010
TXN000219,103,2025-04-01,Industrial Resins,34,63390.37,P010
TXN000220,12,2025-04-01,Construction Chemicals,49,74771.91,P024
TXN000221,101,2025-04-01,Sealants,26,15703.98,P018
TXN000222,5,2025-04-01,Sealants,62,39705.2,P023
TXN000223,23,2025-04-01,Construction Chemicals,42,58948.84,P017
TXN000224,13,2025-04-01,Industrial Resins,112,246185.81,P010
TXN000225,110,2025-04-01,Construction Chemicals,25,35661.29,P024
TXN000226,110,2025-04-01,Construction Chemicals,65,89191.55,P024
TXN000227,2,2025-04-01,Sealants,34,23567.67,P018
TXN000228,14,2025-04-01,Art & Craft,19,3128.18,P005
TXN000229,115,2025-04-02,Sealants,86,51170.42,P004
TXN000230,3,2025-04-02,Construction Chemicals,58,80056.28,P017
TXN000231,84,2025-04-02,Sealants,20,11604.83,P018
TXN000232,104,2025-04-02,Industrial Resins,17,35774.05,P014
TXN000233,27,2025-04-02,Sealants,10,6170.19,P006
TXN000234,97,2025-04-02,Sealants,15,9041.04,P016
TXN000235,5,2025-04-03,Construction Chemicals,112,169468.59,P023
TXN000236,23,2025-04-03,Sealants,131,90524.15,P017
TXN000237,3,2025-04-03,Construction Chemicals,36,51802.66,P017
TXN000238,26,2025-04-03,Construction Chemicals,17,23263.55,P022
TXN000239,53,2025-04-03,Sealants,18,12435.17,P023
TXN000240,115,2025-04-04,Art & Craft,82,15870.77,P004
TXN000241,101,2025-04-04,Construction Chemicals,61,88797.3,P018
TXN000242,3,2025-04-04,Construction Chemicals,32,42993.1,P017
TXN000243,3,2025-04-04,Sealants,33,20056.57,P017
TXN000244,9,2025-04-04,Construction Chemicals,41,57155.29,P020
TXN000245,104,2025-04-04,Adhesives,19,6193.34,P014
TXN000246,83,2025-04-04,Industrial Resins,27,55929.81,P011
TXN000247,32,2025-04-04,Construction Chemicals,30,43489.61,P016
TXN000248,92,2025-04-04,Construction Chemicals,22,28889.66,P026
TXN000249,94,2025-04-04,Adhesives,18,7000.7,P004
TXN000250,10,2025-04-05,Adhesives,57,19287.34,P014
TXN000251,60,2025-04-05,Adhesives,29,9277.78,P004
TXN000252,80,2025-04-05,Industrial Resins,10,22408.68,P010
TXN000253,96,2025-04-05,Industrial Resins,13,28048.26,P011
TXN000254,21,2025-04-05,Sealants,15,9470.45,P006
TXN000255,101,2025-04-06,Sealants,100,55032.18,P018
TXN000256,13,2025-04-06,Adhesives,78,25934.59,P010
TXN000257,38,2025-04-06,Industrial Resins,98,203524.78,P010
TXN000258,38,2025-04-06,Adhesives,35,11332.79,P010
TXN000259,110,2025-04-06,Sealants,70,45873.1,P024
TXN000260,37,2025-04-06,Sealants,1,549.54,P026
TXN000261,34,2025-04-06,Construction Chemicals,16,23729.05,P020
TXN000262,901,2025-04-06,Adhesives,37,11902.19,P004
TXN000263,10,2025-04-07,Industrial Resins,3,6418.09,P014
TXN000264,12,2025-04-07,Sealants,23,13871.53,P024
TXN000265,23,2025-04-07,Construction Chemicals,30,46401.76,P017
TXN000266,38,2025-04-07,Industrial Resins,81,150545.3,P010
TXN000267,38,2025-04-07,Adhesives,1,384.41,P010
TXN000268,60,2025-04-07,Art & Craft,39,6814.42,P004
TXN000269,10,2025-04-08,Adhesives,47,16975.64,P014
TXN000270,12,2025-04-08,Construction Chemicals,80,104324.45,P024
TXN000271,5,2025-04-08,Construction Chemicals,52,79300.08,P023
TXN000272,3,2025-04-08,Sealants,35,23408.39,P017
TXN000273,99,2025-04-08,Adhesives,30,11329.53,P012
TXN000274,90,2025-04-08,Construction Chemicals,15,20209.4,P020
TXN000275,42,2025-04-08,Industrial Resins,28,62550.51,P012
TXN000276,10,2025-04-09,Industrial Resins,33,75564.51,P014
TXN000277,39,2025-04-09,Industrial Resins,21,39184.24,P011
TXN000278,3,2025-04-09,Construction Chemicals,59,82819.57,P017
TXN000279,78,2025-04-09,Industrial Resins,16,32696.84,P010
TXN000280,29,2025-04-09,Sealants,29,17715.7,P026
TXN000281,115,2025-04-10,Sealants,31,21056.37,P004
TXN000282,39,2025-04-10,Industrial Resins,54,124743.82,P011
TXN000283,71,2025-04-10,Sealants,16,9013.04,P024
TXN000284,102,2025-04-10,Sealants,14,8628.98,P024
TXN000285,2,2025-04-10,Construction Chemicals,26,35004.38,P018
TXN000286,14,2025-04-10,Adhesives,1,312.53,P005
TXN000287,87,2025-04-10,Adhesives,10,3810.66,P012
TXN000288,103,2025-04-11,Adhesives,18,6988.96,P010
TXN000289,39,2025-04-11,Industrial Resins,25,52882.15,P011
TXN000290,101,2025-04-11,Construction Chemicals,43,58564.56,P018
TXN000291,101,2025-04-11,Construction Chemicals,46,71807.07,P018
TXN000292,5,2025-04-11,Sealants,79,50686.8,P023
TXN000293,13,2025-04-11,Industrial Resins,74,160551.9,P010
TXN000294,110,2025-04-11,Construction Chemicals,35,49725.32,P024
TXN000295,110,2025-04-11,Sealants,72,41987.1,P024
TXN000296,71,2025-04-11,Construction Chemicals,22,30381.71,P024
TXN000297,76,2025-04-11,Sealants,30,18813.91,P026
TXN000298,100,2025-04-11,Sealants,38,20820.63,P004
TXN000299,103,2025-04-12,Industrial Resins,95,206625.4,P010
TXN000300,39,2025-04-12,Industrial Resins,27,54812.19,P011
TXN000301,5,2025-04-12,Sealants,68,39016.22,P023
TXN000302,3,2025-04-12,Sealants,91,59678.81,P017
TXN000303,106,2025-04-12,Sealants,12,7020.62,P016
TXN000304,10,2025-04-13,Industrial Resins,8,16075.69,P014
TXN000305,12,2025-04-13,Construction Chemicals,60,90383.04,P024
TXN000306,13,2025-04-13,Adhesives,69,21766.37,P010
TXN000307,3,2025-04-13,Sealants,85,50855.23,P017
TXN000308,77,2025-04-13,Sealants,11,7208.42,P020
TXN000309,115,2025-04-14,Adhesives,63,20306.93,P004
TXN000310,12,2025-04-14,Construction Chemicals,67,92270.7,P024
TXN000311,39,2025-04-14,Adhesives,68,24164.92,P011
TXN000312,5,2025-04-14,Construction Chemicals,52,68444.07,P023
TXN000313,23,2025-04-14,Construction Chemicals,27,42918.94,P017
TXN000314,23,2025-04-14,Sealants,22,12620.99,P017
TXN000315,13,2025-04-14,Industrial Resins,90,175046.66,P010
TXN000316,3,2025-04-14,Sealants,72,47658.86,P017
TXN000317,110,2025-04-14,Construction Chemicals,68,102950.31,P024
TXN000318,60,2025-04-14,Sealants,4,2214.45,P004
TXN000319,95,2025-04-14,Sealants,12,7301.1,P008
TXN000320,117,2025-04-14,Sealants,12,7811.93,P024
TXN000321,115,2025-04-15,Art & Craft,10,1627.53,P004
TXN000322,83,2025-04-15,Adhesives,27,8460.06,P011
TXN000323,14,2025-04-15,Sealants,20,12269.67,P005
TXN000324,68,2025-04-15,Construction Chemicals,4,5395.91,P024
TXN000325,62,2025-04-15,Art & Craft,17,2900.97,P005
TXN000326,103,2025-04-16,Adhesives,33,12493.72,P010
TXN000327,12,2025-04-16,Sealants,1,602.81,P024
TXN000328,101,2025-04-16,Construction Chemicals,13,20740.99,P018
TXN000329,101,2025-04-16,Sealants,6,3495.35,P018
TXN000330,27,2025-04-16,Art & Craft,32,6421.16,P006
TXN000331,10,2025-04-17,Adhesives,78,25116.0,P014
TXN000332,101,2025-04-17,Sealants,59,38839.34,P018
TXN000333,3,2025-04-17,Construction Chemicals,57,75592.72,P017
TXN000334,84,2025-04-17,Construction Chemicals,27,36448.1,P018
TXN000335,56,2025-04-17,Construction Chemicals,34,44497.42,P016
TXN000336,22,2025-04-17,Construction Chemicals,36,52683.52,P026
TXN000337,22,2025-04-17,Sealants,40,23754.12,P026
TXN000338,20,2025-04-17,Adhesives,30,11104.87,P010
TXN000339,103,2025-04-18,Adhesives,32,11116.26,P010
TXN000340,39,2025-04-18,Adhesives,25,8614.72,P011
TXN000341,101,2025-04-18,Construction Chemicals,82,132338.79,P018
TXN000342,23,2025-04-18,Construction Chemicals,80,102994.55,P017
TXN000343,13,2025-04-18,Industrial Resins,49,104730.51,P010
TXN000344,38,2025-04-18,Adhesives,84,28083.21,P010
TXN000345,12,2025-04-19,Sealants,86,51221.61,P024
TXN000346,5,2025-04-19,Construction Chemicals,35,53354.63,P023
TXN000347,23,2025-04-19,Sealants,42,26143.46,P017
TXN000348,3,2025-04-19,Sealants,27,18621.04,P017
TXN000349,110,2025-04-19,Construction Chemicals,69,100505.94,P024
TXN000350,110,2025-04-19,Construction Chemicals,18,24753.65,P024
TXN000351,106,2025-04-19,Construction Chemicals,27,39615.79,P016
TXN000352,56,2025-04-19,Sealants,25,16084.02,P016
TXN000353,53,2025-04-19,Construction Chemicals,33,48936.33,P023
TXN000354,115,2025-04-20,Sealants,78,52596.35,P004
TXN000355,103,2025-04-20,Adhesives,81,25584.94,P010
TXN000356,103,2025-04-20,Adhesives,52,17552.39,P010
TXN000357,39,2025-04-20,Adhesives,1,345.65,P011
TXN000358,5,2025-04-20,Construction Chemicals,11,14270.06,P023
TXN000359,23,2025-04-20,Sealants,56,30871.7,P017
TXN000360,110,2025-04-20,Construction Chemicals,84,122165.25,P024
TXN000361,37,2025-04-20,Construction Chemicals,24,36164.58,P026
TXN000362,112,2025-04-20,Sealants,33,20961.35,P016
TXN000363,10,2025-04-21,Industrial Resins,67,144262.51,P014
TXN000364,12,2025-04-21,Construction Chemicals,92,138190.35,P024
TXN000365,12,2025-04-21,Sealants,14,7900.8,P024
TXN000366,5,2025-04-21,Sealants,46,27114.23,P023
TXN000367,13,2025-04-21,Adhesives,23,8740.35,P010
TXN000368,38,2025-04-21,Adhesives,8,3066.03,P010
TXN000369,82,2025-04-21,Construction Chemicals,41,62340.67,P018
TXN000370,100,2025-04-21,Art & Craft,7,1288.75,P004
TXN000371,12,2025-04-22,Sealants,42,27310.2,P024
TXN000372,101,2025-04-22,Sealants,13,7992.79,P018
TXN000373,5,2025-04-22,Sealants,50,28254.73,P023
TXN000374,3,2025-04-22,Construction Chemicals,43,69094.78,P017
TXN000375,116,2025-04-22,Sealants,21,14390.0,P004
TXN000376,120,2025-04-22,Adhesives,13,4102.06,P014
TXN000377,67,2025-04-22,Sealants,26,17136.71,P017
TXN000378,75,2025-04-23,Construction Chemicals,30,42707.09,P020
TXN000379,10,2025-04-24,Adhesives,54,21063.28,P014
TXN000380,39,2025-04-24,Industrial Resins,48,101651.98,P011
TXN000381,39,2025-04-24,Adhesives,82,30442.68,P011
TXN000382,5,2025-04-24,Construction Chemicals,35,46671.18,P023
TXN000383,23,2025-04-24,Sealants,49,30404.37,P017
TXN000384,23,2025-04-24,Sealants,63,35974.78,P017
TXN000385,3,2025-04-24,Construction Chemicals,66,97016.47,P017
TXN000386,3,2025-04-24,Sealants,86,48040.92,P017
TXN000387,38,2025-04-24,Industrial Resins,87,175454.58,P010
TXN000388,110,2025-04-24,Sealants,91,54009.93,P024
TXN000389,110,2025-04-24,Sealants,75,49020.72,P024
TXN000390,115,2025-04-25,Sealants,42,27697.39,P004
TXN000391,115,2025-04-25,Sealants,84,53940.18,P004
TXN000392,12,2025-04-25,Sealants,41,23494.12,P024
TXN000393,38,2025-04-25,Adhesives,69,25392.91,P010
TXN000394,26,2025-04-25,Sealants,42,24516.09,P022
TXN000395,56,2025-04-25,Construction Chemicals,12,16601.35,P016
TXN000396,93,2025-04-25,Adhesives,41,14765.85,P012
TXN000397,76,2025-04-25,Construction Chemicals,31,43565.65,P026
TXN000398,90,2025-04-25,Sealants,32,17887.82,P020
TXN000399,7,2025-04-25,Sealants,36,24714.18,P008
TXN000400,10,2025-04-26,Industrial Resins,1,2333.38,P014
TXN000401,12,2025-04-26,Construction Chemicals,90,139892.45,P024
TXN000402,101,2025-04-26,Construction Chemicals,48,67491.07,P018
TXN000403,13,2025-04-26,Industrial Resins,107,234229.33,P010
TXN000404,70,2025-04-26,Construction Chemicals,20,25763.25,P017
TXN000405,70,2025-04-26,Sealants,32,21707.68,P017
TXN000406,68,2025-04-26,Sealants,21,13155.59,P024
TXN000407,114,2025-04-26,Construction Chemicals,13,18230.39,P024
TXN000408,73,2025-04-26,Sealants,23,15295.5,P026
TXN000409,115,2025-04-27,Adhesives,84,32052.8,P004
TXN000410,103,2025-04-27,Industrial Resins,48,105075.47,P010
TXN000411,10,2025-04-27,Adhesives,41,15962.45,P014
TXN000412,101,2025-04-27,Sealants,48,32174.11,P018
TXN000413,5,2025-04-27,Construction Chemicals,47,70649.61,P023
TXN000414,23,2025-04-27,Construction Chemicals,79,111449.29,P017
TXN000415,23,2025-04-27,Construction Chemicals,68,100094.87,P017
TXN000416,13,2025-04-27,Adhesives,64,24287.44,P010
TXN000417,80,2025-04-27,Adhesives,50,18318.15,P010
TXN000418,26,2025-04-27,Sealants,14,8546.86,P022
TXN000419,75,2025-04-27,Sealants,21,14043.59,P020
TXN000420,35,2025-04-27,Art & Craft,44,8722.13,P008
TXN000421,86,2025-04-27,Sealants,51,34900.32,P018
TXN000422,89,2025-04-27,Sealants,42,26662.18,P026
TXN000423,115,2025-04-28,Adhesives,64,20711.01,P004
TXN000424,23,2025-04-28,Construction Chemicals,65,97100.07,P017
TXN000425,23,2025-04-28,Sealants,72,40343.67,P017
TXN000426,38,2025-04-28,Industrial Resins,60,117093.15,P010
TXN000427,110,2025-04-28,Sealants,46,28706.09,P024
TXN000428,77,2025-04-28,Construction Chemicals,27,38172.98,P020
TXN000429,120,2025-04-28,Industrial Resins,27,61988.16,P014
TXN000430,108,2025-04-28,Sealants,14,8882.79,P005
TXN000431,34,2025-04-28,Construction Chemicals,30,40203.77,P020
TXN000432,115,2025-04-29,Art & Craft,75,14160.86,P004
TXN000433,103,2025-04-29,Industrial Resins,81,176062.34,P010
TXN000434,12,2025-04-29,Sealants,63,36585.65,P024
TXN000435,39,2025-04-29,Adhesives,34,11561.33,P011
TXN000436,38,2025-04-29,Industrial Resins,76,167514.97,P010
TXN000437,110,2025-04-29,Sealants,79,53122.13,P024
