transaction_id,customer_code,transaction_date,product_category,quantity,revenue,salesperson_id
TXN000049,86,2025-08-14,Industrial Resins,296,150825.39,P024
TXN000050,115,2025-12-20,Art & Craft,323,20600.97,P010
TXN000051,55,2025-08-20,Industrial Resins,238,128453.55,P004
TXN000052,111,2026-05-01,Art & Craft,240,13706.47,P017
TXN000053,108,2025-12-30,Construction Chemicals,402,76378.51,P018
TXN000054,81,2025-09-04,Sealants,150,37049.04,P018
TXN000055,37,2025-12-02,Sealants,149,36027.06,P010
TXN000056,11,2025-09-14,Sealants,87,20580.99,P010
TXN000057,20,2026-03-19,Sealants,42,10321.22,P012
TXN000058,70,2025-07-05,Art & Craft,222,12153.88,P004
TXN000059,54,2025-09-13,Art & Craft,473,29911.36,P011
TXN000060,3,2026-03-08,Industrial Resins,204,101530.39,P010
TXN000061,39,2025-07-04,Art & Craft,446,28856.07,P023
TXN000062,54,2025-07-22,Industrial Resins,392,205197.66,P011
TXN000063,78,2026-01-24,Sealants,259,61116.51,P024
TXN000064,63,2025-09-22,Adhesives,209,24258.03,P016
TXN000065,103,2026-01-08,Art & Craft,380,21272.6,P006
TXN000066,118,2026-02-15,Sealants,328,82559.63,P017
TXN000067,76,2025-10-10,Industrial Resins,349,157995.86,P024
TXN000068,55,2026-08-10,Sealants,453,112382.47,P004
TXN000069,34,2026-03-21,Art & Craft,177,10007.57,P018
TXN000070,44,2025-07-06,Art & Craft,152,9579.67,P006
TXN000071,54,2026-08-26,Construction Chemicals,437,72082.55,P011
TXN000072,96,2026-03-09,Industrial Resins,36,19799.67,P024
TXN000073,29,2026-08-15,Adhesives,409,53568.72,P022
TXN000074,97,2025-07-02,Adhesives,496,56511.66,P017
TXN000075,3,2026-01-05,Industrial Resins,88,41699.2,P010
TXN000076,86,2026-01-09,Adhesives,298,38962.36,P024
TXN000077,90,2025-10-29,Construction Chemicals,402,70462.65,P004
TXN000078,78,2026-03-29,Adhesives,408,52086.6,P024
TXN000079,14,2025-11-14,Industrial Resins,23,12486.44,P016
TXN000080,87,2026-05-26,Art & Craft,213,13908.4,P011
TXN000081,10,2026-05-03,Industrial Resins,363,193499.75,P023
TXN000082,14,2025-07-19,Construction Chemicals,445,83051.83,P016
TXN000083,16,2025-12-06,Industrial Resins,410,186183.83,P022
TXN000084,55,2026-03-14,Construction Chemicals,45,8109.66,P004
TXN000085,2,2026-01-26,Art & Craft,431,25809.32,P016
TXN000086,47,2026-06-06,Art & Craft,372,20770.95,P006
TXN000087,94,2025-07-18,Industrial Resins,343,163613.83,P004
TXN000088,118,2026-01-24,Industrial Resins,406,202330.0,P017
TXN000089,106,2026-05-02,Industrial Resins,147,70887.88,P005
TXN000090,107,2026-05-03,Adhesives,152,19632.19,P023
TXN000091,97,2026-02-22,Art & Craft,301,18458.52,P017
TXN000092,44,2026-06-03,Adhesives,263,33775.21,P006
TXN000093,63,2026-03-14,Sealants,191,50594.3,P016
TXN000094,36,2025-11-24,Industrial Resins,369,198525.96,P024
TXN000095,2,2026-05-04,Industrial Resins,495,232207.29,P016
TXN000096,93,2026-05-04,Art & Craft,260,15772.15,P005
TXN000097,89,2026-01-18,Art & Craft,340,21264.32,P006
TXN000098,102,2026-02-09,Adhesives,57,6558.51,P006
TXN000099,89,2026-02-28,Sealants,166,42860.87,P006
TXN000100,61,2025-08-19,Industrial Resins,281,136109.58,P010
TXN000101,71,2026-04-19,Construction Chemicals,190,35587.53,P012
TXN000102,40,2026-05-29,Construction Chemicals,128,21291.98,P018
TXN000103,41,2025-08-10,Adhesives,390,47135.69,P024
TXN000104,89,2025-12-31,Sealants,108,25468.48,P006
TXN000105,36,2026-04-13,Industrial Resins,399,200483.01,P024
TXN000106,13,2026-06-05,Sealants,161,38056.24,P006
TXN000107,39,2026-04-17,Adhesives,372,44944.76,P023
TXN000108,6,2026-07-02,Adhesives,293,33698.3,P012
TXN000109,82,2025-11-15,Art & Craft,62,3997.3,P024
TXN000110,37,2026-06-02,Art & Craft,255,15117.83,P010
TXN000111,7,2026-07-08,Construction Chemicals,491,94773.82,P004
TXN000112,106,2025-11-13,Adhesives,215,25757.41,P005
TXN000113,81,2025-11-20,Adhesives,87,9707.52,P018
TXN000114,39,2025-08-09,Adhesives,137,15185.47,P023
TXN000115,54,2026-05-12,Industrial Resins,315,166658.34,P011
TXN000116,100,2026-01-21,Industrial Resins,204,100990.5,P024
TXN000117,39,2025-10-22,Industrial Resins,229,110043.21,P023
TXN000118,8,2025-08-10,Industrial Resins,388,178450.26,P023
TXN000119,27,2026-06-16,Sealants,145,37413.1,P011
TXN000120,31,2026-09-03,Sealants,292,66795.95,P005
TXN000121,53,2026-04-08,Art & Craft,362,22127.52,P012
TXN000122,5,2025-09-10,Sealants,157,40874.6,P005
TXN000123,111,2026-04-22,Art & Craft,46,2863.44,P017
TXN000124,101,2026-05-26,Industrial Resins,348,184575.92,P011
TXN000125,55,2026-06-20,Adhesives,288,32657.88,P004
TXN000126,117,2026-08-05,Construction Chemicals,433,72363.18,P011
TXN000127,22,2025-11-17,Construction Chemicals,314,59334.22,P016
TXN000128,118,2025-09-17,Construction Chemicals,234,38955.56,P017
TXN000129,39,2025-12-02,Art & Craft,492,28175.34,P023
TXN000130,64,2026-01-26,Art & Craft,51,3120.0,P023
TXN000131,95,2026-07-20,Construction Chemicals,319,54553.22,P024
TXN000132,30,2025-08-09,Industrial Resins,310,168974.37,P012
TXN000133,87,2025-08-13,Construction Chemicals,305,49851.74,P011
TXN000134,23,2026-04-15,Art & Craft,275,16999.98,P018
TXN000135,24,2025-12-27,Industrial Resins,233,119640.48,P018
TXN000136,12,2026-03-24,Art & Craft,188,11073.23,P006
TXN000137,86,2026-02-06,Adhesives,449,50225.05,P024
TXN000138,89,2026-02-11,Art & Craft,157,9726.31,P006
TXN000139,105,2026-03-27,Industrial Resins,28,13873.51,P012
TXN000140,33,2026-02-10,Construction Chemicals,69,13587.94,P006
TXN000141,111,2025-10-03,Industrial Resins,432,237086.75,P017
TXN000142,112,2026-05-31,Industrial Resins,246,120865.89,P006
TXN000143,67,2025-10-19,Construction Chemicals,328,62068.08,P018
TXN000144,57,2026-06-29,Adhesives,114,13042.67,P018
TXN000145,119,2025-12-30,Construction Chemicals,234,45328.25,P004
TXN000146,16,2026-05-05,Adhesives,332,40707.49,P022
TXN000147,91,2025-11-26,Sealants,169,42679.59,P011
TXN000148,53,2026-07-08,Adhesives,125,16476.77,P012
TXN000149,60,2025-12-23,Adhesives,341,43638.26,P024
TXN000150,120,2026-02-04,Construction Chemicals,270,50596.6,P017
TXN000151,107,2025-11-26,Art & Craft,251,14288.12,P023
TXN000152,19,2025-12-18,Art & Craft,107,6961.68,P006
TXN000153,96,2025-08-05,Sealants,452,103277.71,P024
TXN000154,102,2025-12-19,Art & Craft,184,11998.82,P006
TXN000155,35,2025-07-03,Adhesives,154,19315.48,P024
TXN000156,76,2026-06-20,Industrial Resins,347,173140.52,P024
TXN000157,58,2025-11-26,Industrial Resins,257,124519.69,P005
TXN000158,98,2026-03-24,Industrial Resins,203,100593.5,P005
TXN000159,112,2026-02-20,Sealants,367,86957.08,P006
TXN000160,30,2026-01-05,Art & Craft,32,1850.18,P012
TXN000161,91,2025-07-26,Art & Craft,207,13633.22,P011
TXN000162,106,2026-07-02,Sealants,263,71862.44,P005
TXN000163,65,2025-06-14,Industrial Resins,179,96117.64,P012
TXN000164,109,2026-01-14,Art & Craft,61,3679.0,P018
TXN000165,2,2026-06-17,Sealants,219,58811.72,P016
TXN000166,10,2026-03-15,Art & Craft,410,26908.48,P023
TXN000167,80,2026-03-20,Art & Craft,342,18797.61,P006
TXN000168,110,2025-10-19,Industrial Resins,204,111264.45,P022
TXN000169,92,2025-10-23,Art & Craft,456,27584.44,P024
TXN000170,9,2026-04-10,Sealants,333,86320.25,P016
TXN000171,30,2025-08-11,Adhesives,232,30503.38,P012
TXN000172,82,2026-04-04,Adhesives,237,26542.28,P024
TXN000173,116,2026-08-07,Adhesives,33,3820.9,P012
TXN000174,38,2026-05-02,Construction Chemicals,201,35678.45,P016
TXN000175,68,2026-06-04,Art & Craft,299,18592.3,P024
TXN000176,22,2026-02-21,Sealants,50,12773.73,P016
TXN000177,80,2026-06-23,Sealants,264,71449.34,P006
TXN000178,30,2026-04-27,Art & Craft,336,19168.04,P012
TXN000179,86,2026-04-10,Adhesives,470,59836.26,P024
TXN000180,87,2026-03-12,Industrial Resins,90,41164.76,P011
TXN000181,76,2025-09-16,Construction Chemicals,337,66265.34,P024
TXN000182,33,2026-02-20,Art & Craft,442,25470.45,P006
TXN000183,110,2025-11-16,Art & Craft,64,3638.17,P022
TXN000184,46,2026-04-06,Industrial Resins,161,88432.34,P004
TXN000185,3,2025-06-19,Art & Craft,150,8114.58,P010
TXN000186,88,2025-12-24,Adhesives,476,58335.59,P012
TXN000187,107,2025-10-29,Construction Chemicals,407,77638.9,P023
TXN000188,103,2025-10-22,Construction Chemicals,122,22560.03,P006
TXN000189,33,2025-10-18,Sealants,331,76083.06,P006
TXN000190,83,2026-08-18,Adhesives,168,21323.68,P006
TXN000191,75,2026-04-06,Construction Chemicals,384,64024.64,P012
TXN000192,42,2025-07-29,Art & Craft,99,5584.54,P006
TXN000193,70,2026-04-18,Construction Chemicals,281,50598.16,P004
TXN000194,107,2026-01-01,Sealants,141,38169.05,P023
TXN000195,104,2025-07-20,Construction Chemicals,392,75787.04,P022
TXN000196,15,2026-05-12,Art & Craft,48,2673.08,P024
TXN000197,111,2026-03-01,Art & Craft,443,28199.19,P017
TXN000198,12,2026-07-03,Art & Craft,17,971.95,P006
TXN000199,59,2026-04-23,Construction Chemicals,354,66893.4,P006
TXN000200,75,2026-02-26,Art & Craft,431,26576.58,P012
TXN000201,14,2025-11-21,Sealants,251,56789.06,P016
TXN000202,42,2025-10-14,Industrial Resins,123,63316.12,P006
TXN000203,106,2025-10-07,Art & Craft,475,29646.14,P005
TXN000204,53,2026-08-16,Adhesives,81,8836.15,P012
TXN000205,39,2025-12-03,Art & Craft,69,3806.47,P023
TXN000206,18,2025-08-20,Art & Craft,242,14145.42,P018
TXN000207,90,2025-08-28,Industrial Resins,224,113956.42,P004
TXN000208,20,2025-12-28,Art & Craft,345,19039.95,P012
TXN000209,79,2026-08-19,Art & Craft,490,32054.95,P023
TXN000210,89,2026-05-07,Construction Chemicals,121,21533.38,P006
TXN000211,110,2026-02-28,Construction Chemicals,60,11838.8,P022
TXN000212,70,2026-05-30,Construction Chemicals,41,7229.65,P004
TXN000213,16,2025-10-11,Art & Craft,56,3469.38,P022
TXN000214,82,2026-03-18,Industrial Resins,20,9101.16,P024
TXN000215,32,2026-07-31,Sealants,412,104330.31,P018
TXN000216,107,2025-07-15,Industrial Resins,116,59002.04,P023
TXN000217,112,2025-07-28,Sealants,178,46941.88,P006
TXN000218,116,2026-06-22,Industrial Resins,11,5255.0,P012
TXN000219,17,2026-07-10,Industrial Resins,138,73119.49,P017
TXN000220,85,2025-07-27,Adhesives,77,8343.46,P012
TXN000221,101,2026-06-07,Sealants,311,75009.65,P011
TXN000222,34,2025-12-09,Adhesives,74,9309.29,P018
TXN000223,15,2026-03-03,Adhesives,253,30045.93,P024
TXN000224,66,2026-05-14,Industrial Resins,65,32188.04,P022
TXN000225,79,2025-06-18,Adhesives,382,48436.63,P023
TXN000226,85,2026-08-20,Industrial Resins,164,81311.9,P012
TXN000227,8,2025-09-18,Art & Craft,443,26057.0,P023
TXN000228,14,2026-07-29,Art & Craft,374,24278.74,P016
TXN000229,116,2026-08-02,Adhesives,174,21332.25,P012
TXN000230,17,2025-11-28,Construction Chemicals,329,60796.16,P017
TXN000231,92,2025-12-07,Construction Chemicals,205,40550.35,P024
TXN000232,38,2026-07-16,Art & Craft,268,16419.05,P016
TXN000233,102,2025-06-12,Adhesives,446,55176.05,P006
TXN000234,99,2026-01-27,Industrial Resins,379,203352.16,P005
TXN000235,58,2026-01-15,Sealants,221,53470.19,P005
TXN000236,52,2026-01-29,Art & Craft,383,21119.01,P006
TXN000237,41,2025-09-18,Construction Chemicals,201,39462.2,P024
TXN000238,119,2026-07-23,Art & Craft,44,2424.17,P004
TXN000239,12,2026-02-26,Art & Craft,59,3713.17,P006
TXN000240,104,2025-11-21,Sealants,294,67031.72,P022
TXN000241,72,2026-03-07,Construction Chemicals,353,58739.32,P004
TXN000242,112,2026-08-09,Art & Craft,454,29505.52,P006
TXN000243,37,2025-11-13,Industrial Resins,169,81992.82,P010
TXN000244,65,2026-05-13,Sealants,89,22947.48,P012
TXN000245,109,2026-02-28,Adhesives,189,24246.61,P018
TXN000246,15,2026-01-28,Construction Chemicals,303,51552.94,P024
TXN000247,109,2025-10-25,Industrial Resins,402,213800.76,P018
TXN000248,87,2025-10-03,Industrial Resins,23,11750.69,P011
TXN000249,107,2025-09-10,Construction Chemicals,24,4043.88,P023
TXN000250,98,2026-09-01,Construction Chemicals,481,83806.4,P005
TXN000251,24,2026-07-31,Sealants,299,77102.3,P018
TXN000252,19,2026-05-17,Adhesives,56,7050.77,P006
TXN000253,49,2026-02-27,Art & Craft,242,14057.96,P006
TXN000254,40,2025-11-03,Construction Chemicals,407,79727.5,P018
TXN000255,11,2025-10-23,Adhesives,89,9948.23,P010
TXN000256,7,2026-01-30,Adhesives,149,17676.57,P004
TXN000257,63,2026-05-17,Industrial Resins,236,115974.74,P016
TXN000258,97,2026-07-10,Industrial Resins,68,32947.18,P017
TXN000259,37,2026-03-31,Industrial Resins,259,130197.59,P010
TXN000260,6,2026-08-07,Sealants,212,58135.12,P012
TXN000261,1,2025-08-08,Sealants,164,44651.66,P006
TXN000262,18,2026-09-01,Construction Chemicals,158,27462.36,P018
TXN000263,64,2025-12-06,Art & Craft,99,5499.47,P023
TXN000264,91,2025-09-27,Sealants,266,67281.02,P011
TXN000265,104,2025-08-21,Construction Chemicals,46,8109.55,P022
TXN000266,6,2026-07-27,Art & Craft,19,1130.82,P012
TXN000267,111,2026-02-09,Construction Chemicals,304,53946.09,P017
TXN000268,91,2026-08-25,Art & Craft,158,8750.37,P011
TXN000269,42,2026-01-12,Sealants,420,114399.9,P006
TXN000270,107,2026-07-12,Construction Chemicals,55,9774.69,P023
TXN000271,32,2026-07-26,Art & Craft,311,18288.48,P018
TXN000272,51,2026-03-18,Construction Chemicals,391,68120.99,P016
TXN000273,100,2026-07-08,Sealants,49,12275.68,P024
TXN000274,68,2026-03-10,Industrial Resins,109,58924.56,P024
TXN000275,45,2026-04-26,Sealants,130,29918.23,P024
TXN000276,26,2025-08-12,Sealants,318,73980.63,P006
TXN000277,84,2025-10-18,Adhesives,100,13083.1,P018
TXN000278,64,2025-11-12,Art & Craft,396,24062.87,P023
TXN000279,58,2025-10-20,Industrial Resins,339,174086.61,P005
TXN000280,42,2026-01-07,Construction Chemicals,87,15471.34,P006
TXN000281,57,2026-08-07,Construction Chemicals,417,71677.4,P018
TXN000282,46,2026-01-16,Industrial Resins,47,22608.92,P004
TXN000283,5,2026-07-27,Adhesives,198,25336.22,P005
TXN000284,83,2026-02-20,Adhesives,324,39611.56,P006
TXN000285,60,2025-08-22,Industrial Resins,293,159808.98,P024
TXN000286,115,2025-11-16,Adhesives,240,31156.13,P010
TXN000287,84,2025-12-22,Sealants,174,44413.55,P018
TXN000288,20,2025-07-03,Adhesives,240,26516.17,P012
TXN000289,44,2026-08-15,Adhesives,268,33099.89,P006
TXN000290,32,2025-10-27,Art & Craft,234,14107.58,P018
TXN000291,21,2026-02-18,Construction Chemicals,200,39009.14,P012
TXN000292,53,2025-07-27,Construction Chemicals,357,65518.03,P012
TXN000293,81,2025-11-23,Construction Chemicals,43,7476.36,P018
TXN000294,87,2025-06-25,Art & Craft,155,8838.71,P011
TXN000295,85,2026-07-25,Industrial Resins,457,212522.06,P012
TXN000296,75,2025-10-04,Sealants,479,116153.21,P012
TXN000297,90,2026-07-23,Art & Craft,76,4646.68,P004
TXN000298,40,2026-03-20,Industrial Resins,202,103898.56,P018
TXN000299,105,2025-08-22,Sealants,353,91829.96,P012
TXN000300,88,2026-01-31,Industrial Resins,57,29332.34,P012
TXN000301,66,2026-06-04,Construction Chemicals,19,3326.02,P022
TXN000302,28,2026-05-29,Construction Chemicals,495,93842.9,P012
TXN000303,29,2025-06-29,Sealants,89,20368.38,P022
TXN000304,101,2025-07-04,Adhesives,269,34028.77,P011
TXN000305,95,2025-06-13,Industrial Resins,29,14969.59,P024
TXN000306,99,2026-06-18,Industrial Resins,77,39248.8,P005
TXN000307,21,2025-10-20,Sealants,435,112944.39,P012
TXN000308,104,2026-02-06,Sealants,379,93568.91,P022
TXN000309,47,2025-08-15,Sealants,237,60560.56,P006
TXN000310,96,2026-03-30,Art & Craft,129,7792.65,P024
TXN000311,104,2026-02-28,Art & Craft,472,30218.08,P022
TXN000312,87,2026-04-13,Industrial Resins,235,116599.48,P011
TXN000313,100,2026-06-14,Art & Craft,267,16107.98,P024
TXN000314,105,2025-06-15,Sealants,420,107197.93,P012
TXN000315,33,2026-02-26,Adhesives,338,40402.55,P006
TXN000316,71,2025-06-26,Adhesives,374,47984.73,P012
TXN000317,16,2026-04-18,Construction Chemicals,52,9852.55,P022
TXN000318,58,2026-07-20,Industrial Resins,85,45313.9,P005
TXN000319,117,2026-03-10,Sealants,428,105954.14,P011
TXN000320,120,2025-12-21,Adhesives,222,24259.75,P017
TXN000321,48,2026-02-25,Sealants,207,56868.34,P016
TXN000322,29,2025-07-02,Adhesives,173,22548.79,P022
TXN000323,92,2026-08-16,Construction Chemicals,415,69411.98,P024
TXN000324,37,2025-08-12,Art & Craft,366,23414.24,P010
TXN000325,91,2026-07-26,Art & Craft,239,14670.82,P011
TXN000326,3,2025-11-28,Construction Chemicals,120,23047.04,P010
TXN000327,94,2025-08-03,Industrial Resins,280,137851.13,P004
TXN000328,37,2026-05-05,Sealants,164,37899.16,P010
TXN000329,54,2025-07-03,Industrial Resins,244,111332.49,P011
TXN000330,116,2025-10-16,Art & Craft,315,19036.28,P012
TXN000331,66,2026-04-08,Industrial Resins,133,69406.64,P022
TXN000332,55,2025-11-16,Adhesives,324,37735.5,P004
TXN000333,54,2025-12-10,Sealants,350,90443.76,P011
TXN000334,47,2025-12-19,Adhesives,498,60071.46,P006
TXN000335,101,2025-06-14,Industrial Resins,293,132445.8,P011
TXN000336,61,2026-02-25,Adhesives,335,39290.53,P010
TXN000337,33,2026-03-12,Adhesives,192,24369.5,P006
TXN000338,31,2025-08-13,Adhesives,405,49396.1,P005
TXN000339,43,2026-03-15,Sealants,32,7763.68,P011
TXN000340,105,2026-01-10,Sealants,435,114821.35,P012
TXN000341,90,2026-06-27,Art & Craft,333,18710.38,P004
TXN000342,9,2026-08-13,Art & Craft,28,1610.6,P016
TXN000343,102,2026-03-30,Sealants,463,105145.12,P006
TXN000344,66,2026-04-28,Art & Craft,427,25840.49,P022
TXN000345,5,2025-08-01,Sealants,156,37884.4,P005
TXN000346,7,2026-02-28,Construction Chemicals,149,24805.68,P004
TXN000347,56,2026-02-19,Art & Craft,390,23117.97,P024
TXN000348,44,2026-02-28,Sealants,264,68535.3,P006
TXN000349,119,2025-08-28,Industrial Resins,146,77396.76,P004
TXN000350,55,2025-07-10,Adhesives,230,28165.54,P004
TXN000351,24,2026-07-26,Industrial Resins,160,77139.38,P018
TXN000352,42,2025-09-02,Construction Chemicals,166,29556.79,P006
TXN000353,55,2026-01-19,Sealants,363,89731.94,P004
TXN000354,6,2026-04-17,Construction Chemicals,324,64130.43,P012
TXN000355,82,2026-02-09,Adhesives,48,5957.2,P024
TXN000356,47,2026-06-15,Industrial Resins,420,220495.72,P006
TXN000357,4,2025-07-31,Sealants,444,113388.12,P006
TXN000358,57,2025-08-02,Adhesives,74,8111.41,P018
TXN000359,83,2025-11-18,Construction Chemicals,195,34277.64,P006
TXN000360,5,2026-02-27,Industrial Resins,88,45575.75,P005
TXN000361,48,2026-06-26,Art & Craft,400,21969.05,P016
TXN000362,68,2026-04-15,Construction Chemicals,213,36916.71,P024
TXN000363,32,2025-12-23,Adhesives,23,2890.09,P018
TXN000364,67,2026-04-23,Art & Craft,477,28973.01,P018
TXN000365,100,2025-10-26,Construction Chemicals,370,65884.36,P024
TXN000366,37,2025-06-25,Art & Craft,112,6212.82,P010
TXN000367,10,2026-01-20,Art & Craft,98,6348.85,P023
TXN000368,12,2026-08-02,Construction Chemicals,351,61252.07,P006
TXN000369,71,2025-06-26,Industrial Resins,158,85183.04,P012
TXN000370,21,2026-05-13,Sealants,416,101119.04,P012
TXN000371,16,2025-07-27,Sealants,415,96256.7,P022
TXN000372,64,2026-02-28,Adhesives,194,23531.52,P023
TXN000373,60,2026-07-22,Industrial Resins,76,38850.81,P024
TXN000374,9,2025-09-01,Construction Chemicals,213,42170.89,P016
TXN000375,62,2025-07-10,Industrial Resins,220,115921.62,P024
TXN000376,74,2025-10-11,Adhesives,74,9718.95,P005
TXN000377,10,2026-03-12,Art & Craft,248,15416.0,P023
TXN000378,17,2025-08-07,Industrial Resins,337,171458.39,P017
TXN000379,17,2026-08-07,Art & Craft,267,17335.92,P017
TXN000380,107,2026-06-12,Adhesives,275,30709.9,P023
TXN000381,21,2026-03-11,Construction Chemicals,488,91517.55,P012
TXN000382,67,2026-05-27,Construction Chemicals,443,73023.66,P018
TXN000383,82,2026-04-02,Industrial Resins,150,69377.55,P024
TXN000384,79,2026-06-10,Industrial Resins,57,28514.67,P023
TXN000385,76,2025-10-20,Industrial Resins,88,41106.57,P024
TXN000386,93,2025-11-20,Industrial Resins,182,97234.05,P005
TXN000387,6,2025-10-11,Adhesives,51,5563.65,P012
TXN000388,99,2025-08-08,Industrial Resins,145,74691.38,P005
TXN000389,74,2025-12-24,Art & Craft,326,20103.73,P005
TXN000390,114,2026-04-03,Industrial Resins,158,81242.14,P012
TXN000391,62,2026-02-09,Sealants,422,111985.07,P024
TXN000392,39,2026-06-16,Art & Craft,47,2926.38,P023
TXN000393,57,2026-03-14,Art & Craft,257,15310.34,P018
TXN000394,78,2026-03-25,Sealants,170,45572.62,P024
TXN000395,94,2026-02-27,Construction Chemicals,214,35675.42,P004
TXN000396,66,2026-01-09,Industrial Resins,64,30842.34,P022
TXN000397,16,2026-07-17,Construction Chemicals,240,41022.02,P022
TXN000398,7,2025-10-24,Construction Chemicals,494,86859.72,P004
TXN000399,54,2025-07-15,Sealants,453,122362.34,P011
TXN000400,42,2025-08-10,Industrial Resins,379,182401.9,P006
TXN000401,21,2025-06-11,Art & Craft,273,16271.29,P012
TXN000402,40,2026-02-15,Art & Craft,21,1156.69,P018
TXN000403,65,2026-03-08,Art & Craft,133,7525.37,P012
TXN000404,7,2025-06-30,Adhesives,154,18461.13,P004
TXN000405,84,2025-06-28,Art & Craft,156,9428.69,P018
TXN000406,14,2025-08-28,Art & Craft,78,5037.98,P016
TXN000407,47,2026-08-09,Art & Craft,197,10744.95,P006
TXN000408,73,2026-04-10,Industrial Resins,109,53001.51,P005
TXN000409,10,2025-11-27,Art & Craft,268,15920.34,P023
TXN000410,36,2026-07-01,Industrial Resins,358,182975.34,P024
TXN000411,13,2026-03-15,Art & Craft,201,12771.29,P006
TXN000412,72,2025-10-31,Construction Chemicals,396,66208.68,P004
TXN000413,66,2026-08-16,Art & Craft,266,14492.49,P022
TXN000414,18,2026-01-14,Construction Chemicals,421,75382.07,P018
TXN000415,20,2026-03-21,Industrial Resins,467,234224.12,P012
TXN000416,120,2025-10-24,Industrial Resins,173,80661.29,P017
TXN000417,95,2025-07-07,Construction Chemicals,313,54496.26,P024
TXN000418,66,2026-04-04,Industrial Resins,260,135427.23,P022
TXN000419,61,2026-07-10,Adhesives,198,22958.05,P010
TXN000420,54,2025-08-29,Industrial Resins,167,88455.81,P011
TXN000421,112,2025-10-04,Adhesives,315,37607.9,P006
TXN000422,101,2026-08-09,Industrial Resins,305,144190.07,P011
TXN000423,75,2025-08-31,Art & Craft,97,5848.21,P012
TXN000424,80,2026-05-03,Art & Craft,85,5428.09,P006
TXN000425,5,2026-05-30,Industrial Resins,495,257425.79,P005
TXN000426,3,2026-02-05,Art & Craft,170,10034.31,P010
TXN000427,89,2025-10-26,Sealants,220,55020.01,P006
TXN000428,118,2025-08-28,Art & Craft,456,29266.32,P017
TXN000429,8,2026-03-22,Sealants,275,64725.95,P023
TXN000430,85,2026-06-08,Art & Craft,279,16327.61,P012
TXN000431,59,2025-09-23,Industrial Resins,185,93356.05,P006
TXN000432,99,2026-05-01,Construction Chemicals,322,57776.62,P005
TXN000433,36,2026-04-05,Industrial Resins,162,76542.85,P024
TXN000434,99,2025-09-09,Construction Chemicals,370,62700.94,P005
